visitor_id,client_id
667786081_86158978250,805952
640809146_53710651885,805960
130062855_8690811331,806192
244612893_14842991870,806404
573398055_65589219034,806442
323496123_46938712235,806442
586917713_32856428418,806488
123379739_71776627407,806546
786291775_54054047498,806792
62840557_58625026837,806955
832262584_47456608159,806960
839719189_5041638020,807075
544001501_161757702,807085
835368537_25029714033,807290
34447223_3950442544,807316
724424085_1215013942,807316
301393089_74258210708,807550
702050590_55581235692,807550
332526502_53839808447,807572
9472099_23994961834,807768
48131294_29298237971,807898
230729545_92646511626,808084
182854711_48193274528,808085
61627810_5751382901,808261
165180013_75179570242,808498
485335689_34311504950,808536
482111234_75037892616,808729
268871586_9303240416,808964
572469714_69614886108,809046
745843549_71541501249,809082
743153178_62627306447,809360
918073822_77284615927,809426
687271621_95657821395,809545
611206035_57354070042,809578
842746220_47950615569,809658
839708102_60790715728,809835
261408488_74592680150,809960
795209984_8139347820,810575
165392828_28103571243,810784
553430206_9872552173,810784
859080430_60059536777,810930
742793226_5757602357,811242
954497788_287976017,811637
793800490_60431674243,812096
604729050_53978788092,812425
891696952_40291109146,812596
374727961_44142524175,812775
524736780_96987821937,812876
535645507_54265699138,813443
780959703_96168196107,813507
514674777_59087030924,813789
277874924_19170938069,814615
555006612_23939951444,815158
950910524_4960878642,815562
146748617_90201272370,815562
104665104_87376297369,815724
989369453_74133545514,815731
293536138_4021921759,815790
302586388_2966721859,815822
489394_50078501786,816165
314106731_582732451,816165
585926971_53869186780,816508
753855107_29863104356,816509
884347433_46267423927,816572
898859320_90267881239,816595
645940629_92364276878,816977
861429191_11543779257,817200
349735320_61961587327,817297
605148557_44421477895,817310
637068982_94740309054,817407
84233480_48910228430,817525
816043068_74653936737,817831
268296615_76563885196,818084
456661309_88234689389,818413
535597193_29229319273,818413
397412627_60881778190,818487
251660225_68613628354,818914
559050272_7540698980,819230
126308562_46842259933,819286
701937065_50987405487,819412
640077386_10869449862,819616
530541924_95412260065,819730
208079479_14690675358,819770
288093326_58194668747,819839
200807739_69379188818,819870
976870320_23991831143,820255
948663576_39007527892,820349
10825520_85073999362,820519
403226097_63518305529,820629
98351189_27457529113,820928
422244579_75062416586,820937
931620779_75198651415,821422
956634970_46251415101,821574
419755695_78932475533,821604
943661943_28197581528,821726
618153277_16538768182,821836
182932706_89949410432,822119
710544621_15556525617,822123
824508507_226620571,822281
460458677_16907298062,822313
495731436_79947181433,822321
306205666_11307655873,822741
440384247_31453161955,823006
25887788_6712652328,823084
79091338_62038939793,823147
573326421_46415774214,823482
286934515_48742066309,823501
25069500_84874174426,823501
812200059_80190681805,823538
667315159_68457727652,823619
187713268_23130702701,823726
547242827_2782298660,823839
346892216_18978943581,824375
185286285_93025533144,824508
631475901_38794670949,824604
273822899_1584673865,824824
754930454_44013580352,824914
516188936_47876477614,824923
391044559_28696057281,825006
512318038_61950540641,825129
569583534_69617157111,825443
131409210_69590001147,825826
962740931_59706669546,825852
189546665_22745556588,826202
421932061_76074996619,826235
134329307_35055520762,826259
489537091_37607083854,826542
879656945_472859462,826682
509336578_85073075197,826807
469224774_79518475032,827080
802549229_10570864353,827141
799354595_91272236393,827403
661390182_84662960598,827403
636253382_91616155715,827403
965265483_90752265782,827403
146861551_91325918285,827472
407758748_13803364490,828088
428798333_9859720603,828166
566355319_80252781041,828337
536584939_9134799357,828566
445467372_76518564336,828638
639504595_123163999,828776
521302716_78649325964,828790
57826091_21392730806,828790
883734189_81779732315,828854
77889020_81482726994,829201
411778168_68197154260,829482
668271785_73919353418,829637
53802556_85388354512,829855
107331438_1048881572,829900
589848520_91896164658,829902
648229874_89449279372,829911
937052803_74737544294,830066
80437450_29423383151,830129
893429659_36882246700,830971
245852360_55312733869,831125
389410681_92633128817,831379
919688120_45661315222,831384
365301584_22180927567,831546
234177556_42685784437,831738
429962256_97672909413,831819
971466540_16055874544,832313
307395299_41320601008,832777
324747526_99328206699,834028
497181141_99781741978,834551
537011891_47988128791,834594
829842233_28674313618,834626
470689682_28352354561,834856
131399490_902138498,834893
998458935_32659713705,835034
746764121_54805267629,835607
72418428_42007409325,835985
651037154_34981925996,836164
82515456_39051783807,836311
96545039_9832922983,836422
644689903_38370361729,836428
427070339_1413275162,836976
101920714_78729408665,836990
701091337_27394132755,837151
143954976_55625392221,837291
878027632_22540471119,837349
802134127_72106216169,837361
494534304_73010272619,837611
19572987_24820962860,837625
748785871_48525006068,838364
796184352_16782156047,838584
501301844_31489304315,838619
184113052_46947495284,838653
429168303_98999586418,838750
394533658_3177414538,839179
216110865_1032204682,839368
188754977_96946554025,839585
765077735_99864290395,839800
147428734_97414030604,839800
961473486_1548536716,840320
918928547_11292783416,840501
387986252_44312069429,840643
168146920_16097632878,840838
695076900_21191293521,841242
291674976_67920006992,841486
549043238_78864871764,841699
440881426_16227273817,841738
93569185_27125768639,841843
604690176_10912784199,841843
65195386_83381572122,842059
371792958_71951800462,842183
340966880_10463621096,842266
718757076_1871470498,842300
99618693_79785860749,842319
205054444_82693755804,842397
612903513_96466715608,842497
919346096_22907950248,842512
913718487_89587396188,842569
442370450_83693654301,843004
937890229_65050500006,843004
465643651_88568869287,843090
906864133_66428944096,843228
249831895_23571355371,843228
666299156_41496688515,843228
960758186_74816369387,843228
673710599_35827173594,843249
931839215_41165904097,843378
803081067_92403341099,843403
21535831_21521092025,843422
358818153_55830249607,843468
984859029_76447747268,843640
383828946_19967120805,843805
767048968_51482643553,844159
626823458_37740977698,844162
247858106_60394474343,844271
374615999_59035629324,844566
58475893_37418021280,844702
24013263_35976409810,845163
628095596_23619654853,845251
227148418_49651652952,845310
559240078_20771381714,845970
762995663_53886807159,846051
595900445_58885889702,846090
67985907_78442563623,846205
287729593_27374398566,846436
892458008_72841286693,846806
6378720_44785374619,846982
757112129_86670541434,847220
849409930_4329100885,847857
848067979_47897756756,847857
269142900_77580786973,847990
784184358_33071051742,848037
246701558_24293159198,848198
797473125_3388283053,848241
486338542_27932913835,848289
27538711_61501166630,848559
210293045_72502934413,848570
142526399_72399606570,848594
243502956_88063817620,848688
375066218_43144227289,848688
664859445_84898773446,848688
459292162_78655098623,848708
48749081_34316629106,849489
998233228_35809059084,849561
448891013_26887087795,850828
297108573_33911419580,851431
989782442_95222654351,851453
498202018_93887539957,851626
493356464_98924405815,851703
882089592_48829852686,851894
310326275_69351048624,851930
71920150_28411463734,852300
384543676_78723746357,852615
402980406_68736597299,852877
574902749_26463698200,853071
988183158_16277469559,853241
701726057_696861941,853358
983139308_66790860751,853404
366327983_15125657906,853541
866829233_54397194434,853743
991856999_29939305258,853948
531404539_54760656036,854413
631896923_19590874894,854413
32923151_75298321866,854413
365664226_39506875636,855532
246060790_36868062177,855543
567052149_38910381488,855556
225775891_6902610147,855588
285734404_63920381607,856961
572575190_52884034558,857051
159037911_76444606225,857272
926472248_4724070140,857273
912280643_61111046772,857522
596843454_19165970577,857522
269316338_89752124219,857556
385447190_48861383234,858511
305494003_32583799414,858693
635571555_22023237555,858742
976747961_71547797574,858812
174346824_41267062884,859069
935752294_69170411154,859078
426674515_71409278169,859446
787772633_62506452376,859795
78837966_2643914602,859913
495993317_32243765691,860265
901928493_33584242539,860349
541000283_89047083445,860470
431335231_49757573558,860470
596489495_39507887980,860571
668951214_45210760903,860745
874956444_37699280876,860745
302085661_13523254665,860745
319577658_61973578825,860752
319870714_23962919358,860831
13591336_67052209747,860831
138785972_58258930227,861217
827467169_79662504936,861269
109534639_98162413315,861316
55106491_16430762143,861392
633092575_45600814728,861552
687876882_94355885527,861720
838014111_24498440651,861868
485134578_83468935094,861868
172542483_34133204150,861889
772620001_59861316526,861904
748445606_43292623494,861973
727329743_95108649368,862662
158568094_4247253315,862722
675160511_12272419204,862897
571501331_74995322025,862897
158579838_87060064448,862906
310913282_24017190549,863368
910513419_80301463153,863407
856772559_9823033781,863452
430463568_31480975598,863452
302645655_88929908692,863580
266653653_60135982513,863704
607040976_51059321814,863963
596968666_29077267288,864068
230345275_44499499868,864074
507878360_53196890792,864116
707812976_82547042087,864158
568166455_24750441581,864295
308072492_38999353476,864378
417881317_88710876756,864487
366650790_69269977852,864721
677586332_88039017747,865025
29011221_30870162235,865025
458381777_68998648258,865459
430494244_23085431734,865942
386679186_87957185214,866133
519548360_51607686618,866150
681833700_28895371157,866292
532880461_70965789993,866712
527788809_38020515869,866794
331174331_48399845714,866794
174101969_23136956388,867018
4364130_68051078009,867202
198895529_23906658022,867433
867938364_83275871644,867469
180282736_17582953700,867700
651738406_79414604598,868124
629633105_53168825156,868443
838740001_18797308002,869520
163624641_32741576927,869577
568782816_15946690043,869773
816427808_92324578759,869786
427672745_16368848279,869837
336531278_63092537648,869883
964064539_66043044951,869883
275190280_78211012262,870195
52807520_33978092259,870600
4265389_34752553564,870732
249757934_83385850644,870999
918067813_57009000772,871185
87407053_42812504449,871246
969564911_14021328054,871456
43178679_63597924278,871652
136381637_30490269850,871796
293526059_19457803536,872056
132770553_32325452513,872056
784206993_73650646642,872056
283036055_51909801731,872083
300813042_66876075033,872142
267012084_60139900765,872464
773404246_60062784804,872784
114981602_53277460367,872784
367099587_12656955092,872869
783142894_55401817582,872979
438248602_49345249665,873040
967448434_17060206795,873471
734269339_69657192038,873622
896540572_2464811152,873650
710766485_7018640144,873869
384625164_73827100479,873963
41984000_31336921757,874566
876993987_45203359742,874566
7208646_54465322489,874759
275090695_88225780554,874769
950529919_2222500364,874769
356752024_41288137041,874861
613025957_87238117629,874861
959984995_39172276960,875055
830384462_32610854861,875221
772577143_20067273009,875259
533773998_79530502674,875534
571916304_46955094269,875915
89087078_1755062807,875920
562188705_40765362737,875936
987077706_3581623080,876173
201019746_9663932019,876235
682285305_1637953713,876316
518717075_88744647303,876785
907962054_20262214360,877351
666343746_66220947913,878114
78583315_92248143959,878301
914566309_40041773672,878355
872374109_82627536717,878432
198948702_68707514755,878432
652901988_707191473,878571
217518745_25752230775,878571
914277529_57479065459,878675
747668143_78701117470,878675
824359915_95883536387,879034
869149529_32053621614,879087
503192420_147122183,879099
288942663_9825042880,879641
153199002_74325053346,879664
667824300_94560937650,879684
675854660_34399606670,879684
779113114_41519378139,880523
922471454_60221348122,880535
292756161_71134870795,880925
396987713_24874334942,881057
618033997_94724047620,881057
208517914_98589948786,881186
904981294_21876398793,881563
898190426_74756197367,882025
543533236_15074128496,882082
512325669_87224343868,882086
159128425_7319480596,882183
681805574_70472731400,882187
334482907_7151121773,882187
395946938_52903293407,882200
441065311_15166415558,882354
131646628_28123760279,882506
766190318_89689977641,882612
307967506_60622828943,882767
747743485_36248980454,882939
127314430_37870842096,882985
186501872_30915725469,883011
399003001_22222434944,883189
129012951_42262560922,883254
75920774_44396168028,883350
169621296_45086387369,883426
322356494_65251815012,883500
921576633_38354650749,883739
792596013_92880861569,883773
34459743_1720249191,883820
553402577_97506408594,884196
232397379_84926084979,884588
297622793_65774347758,884881
68181384_24823394301,885564
32106692_4108587299,885575
356713110_23678359931,885589
621502917_15276115061,886138
607064303_42499193060,886185
984218060_75399142681,886333
847715035_17576500675,886616
46306778_54181853870,886924
753751998_94483612232,887021
200841471_14611362566,887319
41109392_14278260834,887550
413519862_32069157419,887605
557229406_1919482393,887670
578198777_87934292502,887671
263042231_4539671974,887671
322453735_56893802603,888119
196790607_70618326967,888133
447534801_42701721602,888133
473566655_63088491117,888529
374927741_70236119390,888682
862733932_75889312858,888738
202767349_28104895584,888744
852708312_55169185198,888809
382940960_7907078789,888904
282187700_51900504829,889211
75666404_66113858079,889260
17711843_79745622974,889271
851448565_77949369163,889478
55787684_82655811862,889630
591395004_59575973772,889773
419047917_71417053435,890263
809538523_24514408154,890755
951042728_85837570984,890755
221561197_92074794086,891230
104252109_54568477565,891781
258557067_87257209547,892186
552291654_17032093937,892234
538304905_1458783542,892783
222216478_6967179113,892794
486673719_88895906238,893202
578366029_30055579108,893278
579721156_99020212980,893384
601545309_28462340253,893426
231563549_63730451024,893635
640084452_77861558780,893686
214185232_19423768393,893856
651793445_94508767546,893870
129394502_56896693394,893876
114310251_36513136583,893935
833032416_47854025161,894813
252272723_3973042979,895221
871962142_79462928422,896369
290572235_98483663423,896486
11047591_78088049584,897243
749411309_83741652578,897407
270480037_21289529787,897477
43644929_77744488382,897558
759179414_79674896761,897598
743628588_65898029118,897630
739648266_22352905784,897752
520515354_58449103227,898290
854050985_91918130721,898300
376740474_60948687235,898595
440806408_51321085167,898644
64125951_2859982357,898792
649292003_49718809699,898960
476584947_92903182780,899327
622753433_80716528732,899884
274974708_3579880453,899958
859749750_19684793011,900681
196339314_45863848602,900681
157028559_36406157184,902056
925249635_61386943474,902056
80713906_60584760291,902073
724203023_22027431946,902081
957167747_65097848984,902294
418880349_85885031472,902499
86424172_82804821112,902895
432810734_18977550825,903191
865672581_43461285113,903339
108612662_23398368339,903350
818425983_95573332728,903457
444716375_89657795235,903989
938255760_24198394231,903989
284276891_68096088943,904007
408165533_92789966948,904007
645677936_26501994109,904374
595401446_70196874903,904409
37005708_27313934195,904664
62477869_90760592818,904711
729302797_71485148191,904844
468470393_30592045817,905077
916754906_42451644602,905413
923779822_20412061593,905532
161699708_77987244667,905694
229622074_44798169696,905694
552687929_84685507329,905755
232756098_65284575234,906029
781052538_24081531684,906255
601148150_45724356289,906669
657664796_34347908880,907457
365510775_2681845096,907562
851001839_17484754393,907878
117280544_45069462947,907878
219782012_2522631448,907968
360363365_53227169084,908061
312231611_1350436672,908415
37268744_19019020116,908517
580418840_35964129121,908608
316810248_11809263284,908643
559123583_95165542443,908660
652697531_21885230654,908709
376941509_21527211364,908770
692375793_41918418779,908772
592062861_40214474936,908893
922910830_60838582230,909050
237680677_57757514095,909969
69512939_88876916030,910263
55874309_18942299499,910275
11116878_54023268733,910415
760601166_73430635460,910550
641087868_86369489643,910872
194981823_16162647220,910872
283174772_7403658389,910877
866016394_64538611455,911208
335311175_64037355996,911666
23042576_9080311705,911823
891564366_79745879734,911891
160033451_53348232638,912455
878377678_60409147509,912638
691621487_90578029502,912673
178532543_69746746844,912772
571254421_40265074428,913109
755448716_65409548324,913238
86237214_51944421029,913446
956763382_34549160295,913704
781554673_8770565954,914160
152934724_35332503146,914309
621755108_65597821779,914638
982285642_57619260367,914747
125233414_2090290261,914926
398798496_61340604641,915256
974324491_62311631013,915274
104237794_3873531228,915300
233507288_36700382644,915511
136580487_31356505722,915584
869519554_36594029935,915584
711617952_65460533319,915892
689616481_55307062545,916018
667854569_42979532705,916366
116739819_13328010354,916483
490395765_53914180008,917202
482042932_81978093797,917202
982633689_68470143042,917269
6558510_228731617,917338
746472252_28794289331,917800
758858882_35433104063,918053
452801983_93520542673,918073
228272416_43752332025,918104
842754406_54309627694,918418
555663231_79499040100,918457
517997137_27855179876,918500
877914913_59741153259,918538
235810273_8788280437,918615
62707966_52807276930,918996
166354939_54526305012,919048
943988625_67969579617,919081
348628473_45566608935,920103
200627639_75278541352,920466
47286103_54117499515,921574
899539540_77201144427,921574
914391712_43725455891,921907
300285555_85200271486,922098
601040144_87882257171,922639
150768719_20930567525,922832
98896150_69787912287,923066
426980044_55079922514,923946
805213134_92640877289,924425
682066733_82373806133,924580
256787701_77283633331,924852
856205199_33963059634,924916
194550244_11459648928,924947
951127948_75767762825,925081
748050789_20072462533,925305
385792684_51104463970,925323
89800032_96018734802,925413
266450267_52035896997,925413
107438157_99785135907,925707
833544874_8771496953,925783
21206151_93009707148,925783
69048128_17864694299,926432
929588355_37393737576,926522
773478897_8605878041,926593
210616611_39697877098,926697
894789345_48124250881,926737
521398638_16334901547,927353
369608933_40095042388,927407
995090505_58825241338,927516
285643561_38690698227,927541
294700704_84374161861,927661
793475070_70538107830,927703
436289670_16970703705,927899
836581635_94105976401,928070
119564719_93829995339,928125
283178163_7190917192,928205
736678881_59023661433,928670
721579444_28496175032,928927
248877863_57745411338,928927
591663876_90217977876,929038
595857271_13322537750,929152
7204725_99307545417,929347
287846864_44529652854,929347
469200751_25835025469,929347
768918996_64045313353,929350
723545200_81914756864,929509
202778229_30865224534,929741
71687357_33524091318,930021
289742471_16758767525,930347
542828941_78181053816,930489
212558009_74643456327,930596
68354389_75304995384,931254
343444949_54794356741,931561
205853852_29118916543,931636
258009924_1064814480,931686
14047450_20408043970,931714
924176758_94587185113,932193
568366065_82393770659,932489
857928481_10566229750,933031
330345517_2760521378,933462
855596743_26301516101,933538
785735578_74730303662,933636
462402146_34303912893,933717
820824162_82787170234,934229
745660768_1065928558,934442
694354783_68796619000,934487
292449139_31539250730,934584
483499645_91742243884,934609
251909957_54823743201,934840
650680221_99013042675,934958
585499261_93427494183,935909
250856980_26172770557,935940
10129207_1282141628,935970
105286620_87376606920,936490
24786998_97507875610,936505
44168082_93992503002,936595
613726597_51125623377,936963
422328446_76970400281,937647
597100115_90941678326,937877
833546176_29371058480,937927
663483945_93026994445,937991
241989059_37478982488,938088
456466578_18564150655,938227
782632742_20725404844,938268
561286782_44069122405,938393
748001500_33447188790,938655
162785492_88117242491,938741
975390558_22002154519,938858
839721357_29444140350,938970
518733681_30593319162,939103
525439577_29464315593,939103
59196891_40032229759,939298
774718220_10433530205,939325
342073581_88517519778,939540
111462963_74754588773,940063
22795077_28212921404,940064
673656134_73945343493,940098
842737125_38263947628,940136
104581756_72359096925,940157
59695092_16292657882,940211
313405467_10646472943,940664
34606672_36910740629,940850
768329533_35874567403,941279
507124943_95070143114,941284
621028495_47626362683,941913
621209947_83303140130,941935
943372307_36004094346,942272
468136757_13704551082,942896
61821021_78248310723,943003
931832933_7370812034,943015
427435696_85445818122,943088
787688910_32061998315,943335
12493744_24513199322,943655
594777142_73790309681,943763
580168440_8679623213,943794
484788208_96662571362,943955
114990688_49141155505,944052
547471237_64742454619,944089
528373550_81082813893,944222
234732768_64229296945,944227
491494968_31653032540,945109
393844206_9367162394,945176
198933127_90521040344,945249
883609556_81898339301,945455
483210420_7480371926,945979
862585332_99024083083,946169
298409403_7905995133,946577
746216594_98478650976,946577
459259387_26066044909,946828
543671534_15714530927,947050
127075785_92393347177,947167
954279173_67825680639,947167
606243405_33386600295,947221
509382810_62592356303,947529
74364663_37893725813,947738
813631461_22487871134,947825
595736750_46628073384,948823
794359019_29162900969,948941
696095532_80940841365,948952
591670455_4193241312,949210
358805274_57188627605,949250
145731682_8439333242,949577
331077050_69956441705,949880
182111335_12870544788,950138
479390057_44887613860,950296
863051219_65566007620,951158
505254909_7375781831,951327
390337658_59565706759,951910
689323917_37736412854,952223
956689954_82203748984,952435
543098385_14698285537,952439
610784562_84669441682,952673
200317836_84167895132,952747
46657228_17841203627,953023
363372373_14312127481,953053
732585824_31747299460,953368
798690828_59824902513,953375
40845829_16396727725,953654
581853211_17881203199,953658
742835421_54736448689,953722
727672167_67722408743,953744
925508693_84867550953,954023
255268441_27387853006,954023
454157291_36717933487,954023
451854267_96718339657,954858
512051463_16678844297,955190
634987681_48049988484,955207
192073372_19464267644,955346
71034234_58142480686,955510
989922056_28973235656,955795
943793159_1145226506,955836
192792442_40960232567,955922
927280832_8952798464,956129
935029139_62713876601,956435
144657977_35210918876,956460
437169796_29438300105,956630
482105835_16647577358,956673
49337975_96990663070,957006
629741294_95902818562,957204
261283953_69225701389,957273
324147142_62977389602,957328
278180304_29907839383,957488
559350738_31598518631,957541
282255816_75881531474,957724
972943852_32433970077,958011
799989067_33793097230,958145
48971531_72366170947,958379
347569176_63904197888,958866
230344739_92716805415,959030
383776639_25872082581,959075
478296613_12112454637,959156
499504183_54064930938,959159
89717231_43338773410,959466
972177551_9630388619,960156
846320006_98996037148,960361
839873212_71532049731,960388
768124607_29655806577,960463
301774963_85337505320,960482
621208082_34165532649,960580
912809746_51543244528,960724
507929195_37053423803,960818
519212210_58015115585,961187
281703308_58675506846,961681
890646065_81109497391,962154
699587571_1929988820,962198
181048899_32753721920,962255
618509136_49061371187,962487
730779805_48727309801,962572
424470722_54989768475,963061
427652860_33170476815,963164
374328669_38094104237,963331
611456891_74758116756,963427
321618633_70129125759,963874
914114721_97651096014,963965
615181893_30908417413,964325
306867881_74616618013,964596
851648021_21389143238,965093
704933456_58942838494,965179
530444098_79118160052,965239
812044401_90898613282,965266
14783497_15781086850,965283
294901953_95687573814,965579
285414425_78288976456,965804
453618078_97732580597,965832
309609258_93040902452,965865
666625416_68193781371,965885
876155801_3206698161,966122
883659749_65058634724,966341
624902918_88887892157,966372
766587062_24239632037,966641
277094327_12221089944,966894
297140578_9753507881,966927
306879945_35929709243,967001
862284669_41444737427,967459
637012177_56684539743,967521
655626150_87914219101,967593
585662583_80094348907,967893
517687059_83760367520,967923
393437915_80259735786,968323
911276982_2356860982,968652
425184861_26268797266,969174
646530777_78244598357,969338
190666312_14541763129,969440
400038225_69828283755,969629
20929570_96765785434,969981
498756233_59283365079,970062
290274642_99268737144,970290
348075140_30647867301,970695
453889115_86981256730,971116
55768608_42138592403,971149
12051402_97641943803,971242
328051948_2554871499,971468
210902255_92864860487,971530
933676617_80255169934,971542
340359079_99734833162,971597
280852912_86181803383,971751
254205009_87124962836,971861
576746842_89482520144,972193
885773742_69183428390,972441
663568099_29664403124,972441
247893810_20335152225,972441
794031558_4092213589,972585
560558790_75493928218,972596
299022647_96810211644,972666
269334722_40614984894,973461
84165013_99442556228,973461
772033767_21832294879,973686
862376026_3607167959,973942
581625900_48831898429,974276
312771896_97558293262,974323
482231535_89164382236,974365
37243464_62455638100,974891
412485500_1949004891,975117
630342802_54890733061,975661
257403031_26505000242,975686
568289119_22023696660,975743
617660950_45365218452,975772
446144951_59954465691,975800
761710058_78229189450,975818
999774146_42187557563,975989
39995546_26064138706,976192
777723451_43491761675,976192
692064749_62324798187,976546
419779786_58912054060,977176
912373808_36826488090,977189
795289762_28331621502,977193
423743549_50474926114,977939
239222841_83648594625,978067
668446440_28671722004,978584
675163052_83476308760,978612
177744999_56203954775,978616
916452465_7117799097,979164
150858141_21464049257,979208
900339790_52795483042,979440
500864885_77166704051,979484
621151697_79567403467,979630
314460280_56862568249,979778
558033602_15485351787,980310
81333768_70329956871,980423
263445657_85091235942,980630
477654774_26383458262,981261
823921751_28621085826,981314
43964152_20572440680,981679
389462723_77373354105,981888
35017611_46122213257,981961
661524497_22703038015,982129
187272821_39186247604,982273
401602314_80488393305,982290
28896324_48663888598,982360
858410431_88156320165,982456
99417990_31351561209,982870
784790723_36013371677,982995
696235500_61236627562,983062
515521344_43217221762,983088
183221140_2598925215,983088
648703182_28016712074,983122
786757362_40756674501,983319
589803475_46087509716,983416
778686739_23583887515,983454
383782613_10436439639,983454
541287397_74109481808,984330
297676933_85338713462,984456
101850349_35918274798,984526
961114042_58872333177,984526
207740004_83114338579,984576
637721974_98524809332,984646
497552225_8161873634,984993
737924874_29322497066,985046
367202326_16771670999,985074
911890596_55748410922,985404
261400481_64805324752,985481
215722989_52693226151,985481
671002171_37255122356,985546
591631912_43767621858,985843
809702979_51976351714,985864
661889241_24038587929,985881
113901177_25183840645,985965
743183020_11653818049,986002
45872642_34142349535,986196
132970347_57500262544,986219
148754241_52535019948,986219
730430797_72308791048,986219
301975467_12925991986,986222
550136892_12844936265,986278
659715584_75516428701,986308
641560822_10378127627,986678
342555691_58698624631,986882
593934057_45085459596,987364
878223954_32834542269,987596
408300742_14311541947,987596
391791349_79973770209,987843
499253198_35144805476,987879
392394193_31726730290,987970
910779088_33218104810,988635
214024828_32020015190,988635
815069424_92884518650,988731
129659489_44784071705,989483
821638799_69040690428,989686
50571955_38571302553,989686
210117680_35019160433,989875
542926818_60432040440,989958
375143217_58919567860,990120
333244502_20643292706,990728
725032501_33062707318,990728
611032194_42327488735,990728
377998739_60978495189,990815
132942157_8674028235,990903
441905086_25895738564,991266
269945966_99147132204,991266
289516722_49625809796,991383
550935330_96837406992,991771
536180613_53645643528,991869
660494365_90221141858,992452
569647294_28254662247,992511
526339037_14940207252,992767
321992724_24123813096,992924
718148856_89419431151,993253
552753030_26996830723,993338
349137917_27371538267,993631
988841945_32295175712,993682
285035620_3830386376,993682
263800291_54800579421,993861
869813877_34265157148,994090
709186301_84871242979,994100
349514380_70428435040,994250
90849577_89742724012,994588
593056610_40058295157,994861
5809399_71087585104,995002
213247893_11441823407,995004
807866948_8683795039,995182
637238170_70720889382,995182
139477666_43270043174,995510
139465556_9165960631,995709
598035028_14050827596,995753
885278560_67199543369,995889
484945727_90910117229,995889
195032536_575669628,995889
981629003_69032857097,996578
361623542_74617275582,996857
154528655_56346188104,997167
710571615_24108752511,997399
44570616_98447637948,997399
59828729_59980663866,997518
290628219_33123778190,997642
432241602_82967296562,997697
644927032_94020823632,997742
344858684_17653551063,998143
86559355_60520510384,998429
555102730_10379294612,998606
551216170_13231119194,998717
879363000_73585954626,998727
158611848_58529891156,998998
709792535_45734599124,999095
215957481_1406965035,999403
205553389_44159803824,999541
20083890_82531534775,1000062
718125296_26494005902,1000353
722104593_27481479975,1000536
409745091_65056604416,1000672
454753279_28501340056,1001101
149115607_84631001412,1001101
888963911_86815935477,1001135
230391690_30479422840,1001161
12630796_85613114459,1001161
822890860_2885956234,1001212
737308765_55241821946,1001339
680128511_27173362841,1001731
427171406_22795616843,1001849
9883551_63549590616,1002001
313816953_10754703406,1002004
34433670_50219719417,1002041
590560366_40292787927,1002215
659432637_30782289375,1002294
973756193_71604556533,1002662
929589532_3018987111,1002842
169993459_16829948353,1002905
635668869_67096396899,1003061
769013419_16597644925,1003083
531755_55417899190,1003184
697597494_66171845678,1003756
285797992_87654423906,1004456
615752665_47313630358,1004456
173830363_31267653856,1004478
977426862_93717223981,1004503
717909588_56760803636,1005225
317291279_67273792287,1005952
812146328_48514670430,1006084
888037117_65337725818,1006286
87619657_15594722268,1006425
838890286_92601773916,1006430
969936807_98379982477,1006456
352650810_37357483674,1006981
883839142_96328620843,1007016
757359243_43475455695,1007207
889701547_12768416620,1007551
641173896_17936150868,1007556
596573155_26675781275,1007748
117209168_49827846466,1007748
408461234_56515950692,1007748
175711655_16555847530,1008127
947723042_45490014255,1008151
374483837_89881052269,1008228
482678209_46627786084,1008245
716370775_43109596712,1008297
993917973_79483158807,1008407
843737981_55009782148,1008574
920879239_13173651473,1008887
935283373_60656609639,1009021
903617705_8480829140,1009045
18947780_10006198990,1009318
186894873_8066249669,1009461
521984056_35531114393,1009911
112337380_53394457022,1010276
586529835_2776793240,1011046
624232345_67474837441,1011140
735550961_76595213061,1011173
698581977_53707171378,1011263
484355020_24534360881,1011301
277626349_52483833846,1011388
685031614_2126684375,1011862
872683985_29676248140,1011923
404683023_38990095936,1011972
969618613_36138683766,1012168
303146091_8238634391,1012399
226624265_53740458893,1012423
249027080_66181253252,1012445
713014725_1219251058,1013029
285570686_29493742120,1013311
442061703_29132152399,1013414
199690069_41439098287,1013414
448899162_78681548111,1013448
31055644_87449696716,1013448
666838450_60236982128,1013661
201149967_6820347843,1013676
717139409_5899918697,1014319
240324213_38834651058,1014343
984369208_72252941924,1014410
770791264_44259476735,1014761
972216480_69341465905,1014843
260282811_22315102919,1015109
837440227_23897131501,1015179
491187047_60924033541,1015208
571550936_12744802137,1015227
258917906_78276805381,1015298
399064590_92710630804,1015395
480073741_80420128794,1015395
264394723_97812064168,1015574
93044312_9249448869,1015744
32994345_88391249569,1015744
336573203_17154661001,1016073
2774518_85723400067,1016171
268748827_32449749686,1016217
142477858_44780991914,1016444
626734158_45967409002,1016968
45348710_2162879316,1017424
117101615_63285335257,1017730
228320435_69240310753,1018270
579802920_55542365785,1018307
679201082_94081176391,1018410
864727095_26722380517,1019416
12851106_84332581679,1019589
63356049_10612140773,1019766
117329487_98297796,1020604
643729877_33359173225,1020634
282956898_63843576197,1020725
824429005_3122546197,1020743
222548563_95153634104,1020761
136371819_64075994801,1020828
474523001_95142962779,1020887
801731287_33230753614,1021314
175366304_11813129356,1021747
